taxonomic_id,level,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma,megaclass
261839,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Isopoda,Sphaeromatidae,NA,NA,Paradella,Paradella dianae,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Sphaeromatidea,NA,Sphaeromatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261978,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Isopoda,Idoteidae,NA,NA,Pentidotea,Pentidotea resecata,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Valvifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267277,genus,Animalia,NA,NA,NA,Octocorallia,NA,Scleralcyonacea,Briareidae,NA,NA,Briareum,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267453,Genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Gorgoniidae,NA,NA,Gorgonia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267499,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Melithaeidae,NA,NA,Iciligorgia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267604,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Pterogorgiidae,NA,NA,Muriceopsis,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267606,genus,Animalia,NA,NA,NA,Hexacorallia,NA,Scleractinia,Faviidae,Mussinae,NA,Mycetophyllia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,Vacatina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267752,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Plexauridae,NA,NA,Plexaura,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267753,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Plexaurellidae,NA,NA,Plexaurella,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267779,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Plexauridae,NA,NA,Pseudoplexaura,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267781,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Gorgoniidae,NA,NA,Pseudopterogorgia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267790,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Pterogorgiidae,NA,NA,Pterogorgia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268418,genus,Animalia,NA,NA,NA,Teleostei,NA,Kurtiformes,Apogonidae,Apogoninae,NA,Astrapogon,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
269045,genus,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Elacatinus,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
269073,genus,Animalia,NA,NA,NA,Teleostei,NA,Blenniiformes,Tripterygiidae,Tripterygiinae,NA,Enneanectes,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
269456,genus,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Hypoplectrus,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
271805,species,Animalia,NA,NA,NA,Teleostei,NA,Anguilliformes,Muraenidae,Muraeninae,NA,Enchelycore,Enchelycore carychroa,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
271852,species,Animalia,NA,NA,NA,Teleostei,NA,Anguilliformes,Muraenidae,Muraeninae,NA,Gymnothorax,Gymnothorax miliaris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
272982,species,Animalia,NA,NA,NA,Teleostei,NA,Kurtiformes,Apogonidae,Apogoninae,NA,Apogon,Apogon binotatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273108,species,Animalia,NA,NA,NA,Teleostei,NA,Kurtiformes,Apogonidae,Apogoninae,NA,Apogon,Apogon townsendi,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273125,species,Animalia,NA,NA,NA,Teleostei,NA,Blenniiformes,Blenniidae,Salariinae,NA,Ophioblennius,Ophioblennius macclurei,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273369,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Chaetodontidae,NA,NA,Prognathodes,Prognathodes aculeatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273541,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Bodianus,Bodianus rufus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273602,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Xyrichtys,Xyrichtys martinicensis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273608,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Xyrichtys,Xyrichtys splendens,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273718,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis cyanea,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273731,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis insolata,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273743,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis multilineata,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273756,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis scotti,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273771,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma atomarium,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273772,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma aurofrenatum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273774,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma chrysopterum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273777,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma radians,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273780,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma viride,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273819,species,Animalia,NA,NA,NA,Teleostei,NA,Scombriformes,Scombridae,Scombrinae,NA,Scomberomorus,Scomberomorus regalis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273878,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca interstitialis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273884,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca tigris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273885,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca venenosa,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273893,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus baldwini,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273908,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus tabacarius,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273909,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus tigrinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
273910,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus tortugarum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
274187,species,Animalia,NA,NA,NA,Teleostei,NA,Pleuronectiformes,Bothidae,NA,NA,Bothus,Bothus lunatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
274743,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Scorpaenidae,Scorpaeninae,NA,Scorpaenodes,Scorpaenodes caribbaeus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Scorpaenoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275232,Species,Animalia,NA,NA,NA,Teleostei,NA,Syngnathiformes,Syngnathidae,Syngnathinae,NA,Syngnathus,Syngnathus scovelli,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275239,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Diodontidae,NA,NA,Chilomycterus,Chilomycterus antennatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275240,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Diodontidae,NA,NA,Chilomycterus,Chilomycterus antillarum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275721,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon album,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275724,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon carbonarium,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275725,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon chrysargyreum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275727,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon flavolineatum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275728,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon macrostomum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275730,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon melanurum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275731,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon parra,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275733,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon sciurus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275760,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres cyanocephalus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275764,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres garnoti,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275772,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres maculipinna,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275788,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres pictus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275790,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres poeyi,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275793,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres radiatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275800,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres socialis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275874,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Ostraciidae,NA,NA,Lactophrys,Lactophrys bicaudalis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275954,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Liopropoma,Liopropoma rubre,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275958,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Grammistidae,NA,NA,Rypticus,Rypticus bistrispinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
275963,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Grammistidae,NA,NA,Rypticus,Rypticus saponaceus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276012,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Pomacanthidae,NA,NA,Holacanthus,Holacanthus ciliaris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276017,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Pomacanthidae,NA,NA,Holacanthus,Holacanthus tricolor,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276025,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Pomacanthidae,NA,NA,Pomacanthus,Pomacanthus paru,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276042,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus coelestinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276049,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus guacamaia,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276052,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus iseri,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276062,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus taeniopterus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276064,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus vetula,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276097,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Sciaenidae,NA,NA,Equetus,Equetus punctatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276134,Species,Animalia,NA,NA,NA,Teleostei,NA,Cyprinodontiformes,Poeciliidae,Poeciliinae,NA,Gambusia,Gambusia holbrooki,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276176,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Diplectrum,Diplectrum bivittatum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276189,species,Animalia,NA,NA,NA,Teleostei,NA,Holocentriformes,Holocentridae,Holocentrinae,NA,Holocentrus,Holocentrus rufus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276205,species,Animalia,NA,NA,NA,Teleostei,NA,Holocentriformes,Holocentridae,Holocentrinae,NA,Neoniphon,Neoniphon marianus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276250,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Monacanthidae,NA,NA,Cantherhines,Cantherhines macrocerus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276424,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus alloides,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276425,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus dicrus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276426,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus eidolon,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276429,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus hyalinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276430,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus kuna,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276431,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus lipernes,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276432,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Coryphopterus,Coryphopterus personatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276442,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Opistognathidae,NA,NA,Opistognathus,Opistognathus aurifrons,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276463,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Opistognathidae,NA,NA,Opistognathus,Opistognathus macrognathus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276480,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Opistognathidae,NA,NA,Opistognathus,Opistognathus whitehursti,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
276488,species,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobionellinae,NA,Ctenogobius,Ctenogobius saepepallens,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
