from,to,scientific_id,type,code,rank,definition,tree_name
Abyla,Abylinae,urn:lsid:marinespecies.org:taxname:135351,NA,NA,Genus,NA,fouling
Millepora alcicornis,Millepora,urn:lsid:marinespecies.org:taxname:210726,NA,NA,Species,NA,fouling
Millepora complanata,Millepora,urn:lsid:marinespecies.org:taxname:287421,NA,NA,Species,NA,fouling
Millepora squarrosa,Millepora,urn:lsid:marinespecies.org:taxname:287425,NA,NA,Species,NA,fouling
Bougainvillia carolinensis,Bougainvillia,urn:lsid:marinespecies.org:taxname:157917,NA,NA,Species,NA,fouling
Eudendrium carneum,Eudendrium,urn:lsid:marinespecies.org:taxname:117545,NA,NA,Species,NA,fouling
Stylaster roseus,Stylaster,urn:lsid:marinespecies.org:taxname:285905,NA,NA,Species,NA,fouling
Sycon ciliatum,Sycon,urn:lsid:marinespecies.org:taxname:132251,NA,NA,Species,NA,fouling
Haliclona tubulifera,Haliclona,urn:lsid:marinespecies.org:taxname:166490,NA,NA,Species,NA,fouling
Haliclona implexiformis,Haliclona,urn:lsid:marinespecies.org:taxname:345570,NA,NA,Species,NA,fouling
Mycale microsigmatosa,Mycale,urn:lsid:marinespecies.org:taxname:192555,NA,NA,Species,NA,fouling
Tedania ignis,Tedania,urn:lsid:marinespecies.org:taxname:404078,NA,NA,Species,NA,fouling
Geodiinae,Geodiidae,urn:lsid:marinespecies.org:taxname:597252,NA,NA,Subfamily,NA,fouling
Dorvillia,Theneidae,urn:lsid:marinespecies.org:taxname:184684,NA,NA,Genus,NA,fouling
Biemna caribea,Biemna,urn:lsid:marinespecies.org:taxname:168252,NA,NA,Species,NA,fouling
Balaninae,Balanidae,urn:lsid:marinespecies.org:taxname:106073,NA,NA,Subfamily,NA,fouling
Megabalaninae,Balanidae,urn:lsid:marinespecies.org:taxname:106074,NA,NA,Subfamily,NA,fouling
Amphibalaninae,Balanidae,urn:lsid:marinespecies.org:taxname:394026,NA,NA,Subfamily,NA,fouling
Chthamalus,Chthamalidae,urn:lsid:marinespecies.org:taxname:106126,NA,NA,Genus,NA,fouling
Soritinae,Soritidae,urn:lsid:marinespecies.org:taxname:721181,NA,NA,Subfamily,NA,fouling
Olgiidae,Textularioidea,urn:lsid:marinespecies.org:taxname:599517,NA,NA,Family,NA,fouling
Amphistegina,Amphisteginidae,urn:lsid:marinespecies.org:taxname:112080,NA,NA,Genus,NA,fouling
Pararotaliinae,Calcarinidae,urn:lsid:marinespecies.org:taxname:111938,NA,NA,Subfamily,NA,fouling
Calcarina,Calcarinidae,urn:lsid:marinespecies.org:taxname:112119,NA,NA,Genus,NA,fouling
Baculogypsina,Calcarinidae,urn:lsid:marinespecies.org:taxname:484701,NA,NA,Genus,NA,fouling
Geodia,Geodiinae,urn:lsid:marinespecies.org:taxname:132005,NA,NA,Genus,NA,fouling
Balanus,Balaninae,urn:lsid:marinespecies.org:taxname:106122,NA,NA,Genus,NA,fouling
Megabalanus,Megabalaninae,urn:lsid:marinespecies.org:taxname:106123,NA,NA,Genus,NA,fouling
Amphibalanus,Amphibalaninae,urn:lsid:marinespecies.org:taxname:415046,NA,NA,Genus,NA,fouling
Chthamalus fragilis,Chthamalus,urn:lsid:marinespecies.org:taxname:157793,NA,NA,Species,NA,fouling
Amphisorus,Soritinae,urn:lsid:marinespecies.org:taxname:112068,NA,NA,Genus,NA,fouling
Sorites,Soritinae,urn:lsid:marinespecies.org:taxname:112069,NA,NA,Genus,NA,fouling
Olgita,Olgiidae,urn:lsid:marinespecies.org:taxname:999824,NA,NA,Genus,NA,fouling
Neorotalia,Pararotaliinae,urn:lsid:marinespecies.org:taxname:112239,NA,NA,Genus,NA,fouling
Baculogypsina sphaerulata,Baculogypsina,urn:lsid:marinespecies.org:taxname:484702,NA,NA,Species,NA,fouling
Balanus trigonus,Balanus,urn:lsid:marinespecies.org:taxname:106223,NA,NA,Species,NA,fouling
Megabalanus tintinnabulum,Megabalanus,urn:lsid:marinespecies.org:taxname:106225,NA,NA,Species,NA,fouling
Megabalanus coccopoma,Megabalanus,urn:lsid:marinespecies.org:taxname:149682,NA,NA,Species,NA,fouling
Amphibalanus eburneus,Amphibalanus,urn:lsid:marinespecies.org:taxname:421138,NA,NA,Species,NA,fouling
Amphibalanus improvisus,Amphibalanus,urn:lsid:marinespecies.org:taxname:421139,NA,NA,Species,NA,fouling
Amphibalanus reticulatus,Amphibalanus,urn:lsid:marinespecies.org:taxname:421140,NA,NA,Species,NA,fouling
Amphibalanus venustus,Amphibalanus,urn:lsid:marinespecies.org:taxname:421142,NA,NA,Species,NA,fouling
Amphisorus hemprichii,Amphisorus,urn:lsid:marinespecies.org:taxname:112822,NA,NA,Species,NA,fouling
Sorites orbiculus,Sorites,urn:lsid:marinespecies.org:taxname:112823,NA,NA,Species,NA,fouling
Olgita pacifica,Olgita,urn:lsid:marinespecies.org:taxname:999984,NA,NA,Species,NA,fouling
Neorotalia calcar,Neorotalia,urn:lsid:marinespecies.org:taxname:113625,NA,NA,Species,NA,fouling
