scientific_id,name,rank,id,parent_id
urn:lsid:marinespecies.org:taxname:159497,Monacanthus ciliatus,Species,159497,urn:lsid:marinespecies.org:taxname:159496
urn:lsid:marinespecies.org:taxname:159499,Monacanthus tuckeri,Species,159499,urn:lsid:marinespecies.org:taxname:159496
urn:lsid:marinespecies.org:taxname:159559,Pterois volitans,Species,159559,urn:lsid:marinespecies.org:taxname:204051
urn:lsid:marinespecies.org:taxname:159564,Scorpaena plumieri,Species,159564,urn:lsid:marinespecies.org:taxname:126171
urn:lsid:marinespecies.org:taxname:159569,Prionotus,Genus,159569,urn:lsid:marinespecies.org:taxname:125598
urn:lsid:marinespecies.org:taxname:159573,Prionotus ophryas,Species,159573,urn:lsid:marinespecies.org:taxname:159569
urn:lsid:marinespecies.org:taxname:159578,Acanthurus bahianus,Species,159578,urn:lsid:marinespecies.org:taxname:125908
urn:lsid:marinespecies.org:taxname:159580,Acanthurus chirurgus,Species,159580,urn:lsid:marinespecies.org:taxname:125908
urn:lsid:marinespecies.org:taxname:159581,Acanthurus coeruleus,Species,159581,urn:lsid:marinespecies.org:taxname:125908
urn:lsid:marinespecies.org:taxname:159589,Apogon maculatus,Species,159589,urn:lsid:marinespecies.org:taxname:125913
urn:lsid:marinespecies.org:taxname:159590,Apogon pseudomaculatus,Species,159590,urn:lsid:marinespecies.org:taxname:125913
urn:lsid:marinespecies.org:taxname:159597,Chasmodes,Genus,159597,urn:lsid:marinespecies.org:taxname:710670
urn:lsid:marinespecies.org:taxname:159598,Chasmodes bosquianus,Species,159598,urn:lsid:marinespecies.org:taxname:159597
urn:lsid:marinespecies.org:taxname:159601,Hypleurochilus,Genus,159601,urn:lsid:marinespecies.org:taxname:710670
urn:lsid:marinespecies.org:taxname:159609,Parablennius marmoreus,Species,159609,urn:lsid:marinespecies.org:taxname:125920
urn:lsid:marinespecies.org:taxname:159614,Diplogrammus,Genus,159614,urn:lsid:marinespecies.org:taxname:125522
urn:lsid:marinespecies.org:taxname:159615,Diplogrammus pauciradiatus,Species,159615,urn:lsid:marinespecies.org:taxname:159614
urn:lsid:marinespecies.org:taxname:159626,Callionymus bairdi,Species,159626,urn:lsid:marinespecies.org:taxname:125930
urn:lsid:marinespecies.org:taxname:159630,Carangoides bartholomaei,Species,159630,urn:lsid:marinespecies.org:taxname:159473
urn:lsid:marinespecies.org:taxname:159642,Oligoplites,Genus,159642,urn:lsid:marinespecies.org:taxname:125523
urn:lsid:marinespecies.org:taxname:159645,Oligoplites saurus,Species,159645,urn:lsid:marinespecies.org:taxname:159642
urn:lsid:marinespecies.org:taxname:159649,Selene vomer,Species,159649,urn:lsid:marinespecies.org:taxname:125943
urn:lsid:marinespecies.org:taxname:159654,Trachinotus goodei,Species,159654,urn:lsid:marinespecies.org:taxname:125945
urn:lsid:marinespecies.org:taxname:159661,Chaetodon capistratus,Species,159661,urn:lsid:marinespecies.org:taxname:125954
urn:lsid:marinespecies.org:taxname:159662,Chaetodon ocellatus,Species,159662,urn:lsid:marinespecies.org:taxname:125954
urn:lsid:marinespecies.org:taxname:159663,Chaetodon striatus,Species,159663,urn:lsid:marinespecies.org:taxname:125954
urn:lsid:marinespecies.org:taxname:159678,Echeneis neucratoides,Species,159678,urn:lsid:marinespecies.org:taxname:125962
urn:lsid:marinespecies.org:taxname:159702,Chaetodipterus,Genus,159702,urn:lsid:marinespecies.org:taxname:151426
urn:lsid:marinespecies.org:taxname:159703,Chaetodipterus faber,Species,159703,urn:lsid:marinespecies.org:taxname:159702
urn:lsid:marinespecies.org:taxname:159731,Eucinostomus,Genus,159731,urn:lsid:marinespecies.org:taxname:151456
urn:lsid:marinespecies.org:taxname:159733,Eucinostomus gula,Species,159733,urn:lsid:marinespecies.org:taxname:159731
urn:lsid:marinespecies.org:taxname:159735,Coryphopterus,Genus,159735,urn:lsid:marinespecies.org:taxname:267094
urn:lsid:marinespecies.org:taxname:159736,Coryphopterus glaucofraenum,Species,159736,urn:lsid:marinespecies.org:taxname:159735
urn:lsid:marinespecies.org:taxname:159746,Opistognathus,Genus,159746,urn:lsid:marinespecies.org:taxname:151443
urn:lsid:marinespecies.org:taxname:159747,Ctenogobius,Genus,159747,urn:lsid:marinespecies.org:taxname:267095
urn:lsid:marinespecies.org:taxname:159767,Gobiosoma bosc,Species,159767,urn:lsid:marinespecies.org:taxname:826651
urn:lsid:marinespecies.org:taxname:159786,Thalassoma bifasciatum,Species,159786,urn:lsid:marinespecies.org:taxname:126024
urn:lsid:marinespecies.org:taxname:159791,Lutjanus,Genus,159791,urn:lsid:marinespecies.org:taxname:151453
urn:lsid:marinespecies.org:taxname:159792,Lutjanus analis,Species,159792,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159793,Lutjanus apodus,Species,159793,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159794,Lutjanus buccanella,Species,159794,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159796,Lutjanus cyanopterus,Species,159796,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159797,Lutjanus griseus,Species,159797,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159798,Lutjanus jocu,Species,159798,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159799,Lutjanus mahogoni,Species,159799,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159800,Lutjanus synagris,Species,159800,urn:lsid:marinespecies.org:taxname:159791
urn:lsid:marinespecies.org:taxname:159802,Ocyurus,Genus,159802,urn:lsid:marinespecies.org:taxname:151453
urn:lsid:marinespecies.org:taxname:159803,Ocyurus chrysurus,Species,159803,urn:lsid:marinespecies.org:taxname:159802
urn:lsid:marinespecies.org:taxname:159808,Conopeum tenuissimum,Species,159808,urn:lsid:marinespecies.org:taxname:110903
urn:lsid:marinespecies.org:taxname:159813,Sphyraena borealis,Species,159813,urn:lsid:marinespecies.org:taxname:126084
urn:lsid:marinespecies.org:taxname:159908,Littoridinops,Genus,159908,urn:lsid:marinespecies.org:taxname:1057168
urn:lsid:marinespecies.org:taxname:159912,Littoridinops monroensis,Species,159912,urn:lsid:marinespecies.org:taxname:159908
urn:lsid:marinespecies.org:taxname:160009,Prunum,Genus,160009,urn:lsid:marinespecies.org:taxname:411797
urn:lsid:marinespecies.org:taxname:160028,Paracaprella tenuis,Species,160028,urn:lsid:marinespecies.org:taxname:205025
urn:lsid:marinespecies.org:taxname:160041,Pyramidella,Genus,160041,urn:lsid:marinespecies.org:taxname:411865
urn:lsid:marinespecies.org:taxname:160053,Sinum perspectivum,Species,160053,urn:lsid:marinespecies.org:taxname:138244
urn:lsid:marinespecies.org:taxname:160065,Acteocina canaliculata,Species,160065,urn:lsid:marinespecies.org:taxname:137866
urn:lsid:marinespecies.org:taxname:160073,Vermicularia,Genus,160073,urn:lsid:marinespecies.org:taxname:411659
urn:lsid:marinespecies.org:taxname:160091,Turbonilla toyatani,Species,160091,urn:lsid:marinespecies.org:taxname:138421
urn:lsid:marinespecies.org:taxname:160101,Astyris,Genus,160101,urn:lsid:marinespecies.org:taxname:23009
urn:lsid:marinespecies.org:taxname:160102,Astyris lunata,Species,160102,urn:lsid:marinespecies.org:taxname:160101
urn:lsid:marinespecies.org:taxname:160170,Bittiolum,Genus,160170,urn:lsid:marinespecies.org:taxname:411649
urn:lsid:marinespecies.org:taxname:160174,Bittiolum varium,Species,160174,urn:lsid:marinespecies.org:taxname:160170
urn:lsid:marinespecies.org:taxname:160203,Circulus liratus,Species,160203,urn:lsid:marinespecies.org:taxname:137626
urn:lsid:marinespecies.org:taxname:160220,Costoanachis,Genus,160220,urn:lsid:marinespecies.org:taxname:23009
urn:lsid:marinespecies.org:taxname:160222,Costoanachis avara,Species,160222,urn:lsid:marinespecies.org:taxname:160220
urn:lsid:marinespecies.org:taxname:160228,Crepidula convexa,Species,160228,urn:lsid:marinespecies.org:taxname:137722
urn:lsid:marinespecies.org:taxname:160336,Lottia,Genus,160336,urn:lsid:marinespecies.org:taxname:411586
urn:lsid:marinespecies.org:taxname:160343,Lymnaeidae,Family,160343,urn:lsid:marinespecies.org:taxname:489336
urn:lsid:marinespecies.org:taxname:160363,Marshallora nigrocincta,Species,160363,urn:lsid:marinespecies.org:taxname:138571
urn:lsid:marinespecies.org:taxname:160395,Nassarius acutus,Species,160395,urn:lsid:marinespecies.org:taxname:138235
urn:lsid:marinespecies.org:taxname:160408,Spurwinkia,Genus,160408,urn:lsid:marinespecies.org:taxname:1057168
urn:lsid:marinespecies.org:taxname:160412,Spurwinkia salsa,Species,160412,urn:lsid:marinespecies.org:taxname:160408
urn:lsid:marinespecies.org:taxname:160438,Parvanachis,Genus,160438,urn:lsid:marinespecies.org:taxname:23009
urn:lsid:marinespecies.org:taxname:160440,Parvanachis obesa,Species,160440,urn:lsid:marinespecies.org:taxname:160438
urn:lsid:marinespecies.org:taxname:160475,Pyrgocythara,Genus,160475,urn:lsid:marinespecies.org:taxname:153853
urn:lsid:marinespecies.org:taxname:160476,Pyrgocythara plicosa,Species,160476,urn:lsid:marinespecies.org:taxname:160475
urn:lsid:marinespecies.org:taxname:162861,Lithophylloideae,Subfamily,162861,urn:lsid:marinespecies.org:taxname:1304944
urn:lsid:marinespecies.org:taxname:163008,Zonarieae,Tribe,163008,urn:lsid:marinespecies.org:taxname:143716
urn:lsid:marinespecies.org:taxname:163156,Miliolida,Order,163156,urn:lsid:marinespecies.org:taxname:744102
urn:lsid:marinespecies.org:taxname:163158,Rotaliida,Order,163158,urn:lsid:marinespecies.org:taxname:1381553
urn:lsid:marinespecies.org:taxname:163159,Textulariida,Order,163159,urn:lsid:marinespecies.org:taxname:736978
urn:lsid:marinespecies.org:taxname:163505,Corallinoideae,Subfamily,163505,urn:lsid:marinespecies.org:taxname:143691
urn:lsid:marinespecies.org:taxname:164811,Demospongiae,Class,164811,urn:lsid:marinespecies.org:taxname:558
urn:lsid:marinespecies.org:taxname:166490,Haliclona tubulifera,Species,166490,urn:lsid:marinespecies.org:taxname:131834
urn:lsid:marinespecies.org:taxname:168252,Biemna caribea,Species,168252,urn:lsid:marinespecies.org:taxname:131897
urn:lsid:marinespecies.org:taxname:170417,Clionaidae,Family,170417,urn:lsid:marinespecies.org:taxname:845506
urn:lsid:marinespecies.org:taxname:172523,Janieae,Tribe,172523,urn:lsid:marinespecies.org:taxname:163505
urn:lsid:marinespecies.org:taxname:172526,Spyridieae,Tribe,172526,urn:lsid:marinespecies.org:taxname:1647394
urn:lsid:marinespecies.org:taxname:172641,Dictyoteae,Tribe,172641,urn:lsid:marinespecies.org:taxname:143716
urn:lsid:marinespecies.org:taxname:174956,Neoleprea,Genus,174956,urn:lsid:marinespecies.org:taxname:322588
urn:lsid:marinespecies.org:taxname:176774,Dexamininae,Subfamily,176774,urn:lsid:marinespecies.org:taxname:101378
urn:lsid:marinespecies.org:taxname:176788,Lysianassoidea,Superfamily,176788,urn:lsid:marinespecies.org:taxname:1055696
urn:lsid:marinespecies.org:taxname:176808,Uristidae,Family,176808,urn:lsid:marinespecies.org:taxname:176788
urn:lsid:marinespecies.org:taxname:176844,Harpiniinae,Subfamily,176844,urn:lsid:marinespecies.org:taxname:101403
urn:lsid:marinespecies.org:taxname:176848,Heterophoxus,Genus,176848,urn:lsid:marinespecies.org:taxname:176844
urn:lsid:marinespecies.org:taxname:176946,Pontogeneiidae,Family,176946,urn:lsid:marinespecies.org:taxname:719505
urn:lsid:marinespecies.org:taxname:176976,Iphimedioidea,Superfamily,176976,urn:lsid:marinespecies.org:taxname:1055687
urn:lsid:marinespecies.org:taxname:177029,Lysianassinae,Subfamily,177029,urn:lsid:marinespecies.org:taxname:101395
urn:lsid:marinespecies.org:taxname:177745,Muricea,Genus,177745,urn:lsid:marinespecies.org:taxname:125277
urn:lsid:marinespecies.org:taxname:178186,Linckia,Genus,178186,urn:lsid:marinespecies.org:taxname:123137
urn:lsid:marinespecies.org:taxname:178188,Linckia guildingi,Species,178188,urn:lsid:marinespecies.org:taxname:178186
urn:lsid:marinespecies.org:taxname:178209,Oreaster,Genus,178209,urn:lsid:marinespecies.org:taxname:149871
urn:lsid:marinespecies.org:taxname:178210,Oreaster reticulatus,Species,178210,urn:lsid:marinespecies.org:taxname:178209
urn:lsid:marinespecies.org:taxname:178510,Symploca,Genus,178510,urn:lsid:marinespecies.org:taxname:836365
urn:lsid:marinespecies.org:taxname:178641,Luidia senegalensis,Species,178641,urn:lsid:marinespecies.org:taxname:123260
urn:lsid:marinespecies.org:taxname:178747,Echinaster (Othilia) brasiliensis,Species,178747,urn:lsid:marinespecies.org:taxname:146068
urn:lsid:marinespecies.org:taxname:179048,Charales,Order,179048,urn:lsid:marinespecies.org:taxname:146217
urn:lsid:marinespecies.org:taxname:179049,Characeae,Family,179049,urn:lsid:marinespecies.org:taxname:1731727
urn:lsid:marinespecies.org:taxname:179653,Echinometridae,Family,179653,urn:lsid:marinespecies.org:taxname:510604
urn:lsid:marinespecies.org:taxname:179659,Echinometra,Genus,179659,urn:lsid:marinespecies.org:taxname:179653
urn:lsid:marinespecies.org:taxname:181511,Thelepodinae,Subfamily,181511,urn:lsid:marinespecies.org:taxname:982
urn:lsid:marinespecies.org:taxname:182578,Nannastacus inflatus,Species,182578,urn:lsid:marinespecies.org:taxname:110418
urn:lsid:marinespecies.org:taxname:182697,Bithyniidae,Family,182697,urn:lsid:marinespecies.org:taxname:722756
urn:lsid:marinespecies.org:taxname:182698,Bithynia,Genus,182698,urn:lsid:marinespecies.org:taxname:1662772
urn:lsid:marinespecies.org:taxname:182699,Bithynia tentaculata,Species,182699,urn:lsid:marinespecies.org:taxname:182698
urn:lsid:marinespecies.org:taxname:182702,Trombidiformes,Order,182702,urn:lsid:marinespecies.org:taxname:760683
urn:lsid:marinespecies.org:taxname:182757,Magnoliopsida,Class,182757,urn:lsid:marinespecies.org:taxname:596331
urn:lsid:marinespecies.org:taxname:183494,Articulata,Subclass,183494,urn:lsid:marinespecies.org:taxname:123081
urn:lsid:marinespecies.org:taxname:183607,Scolecida,Infraclass,183607,urn:lsid:marinespecies.org:taxname:754175
urn:lsid:marinespecies.org:taxname:184684,Dorvillia,Genus,184684,urn:lsid:marinespecies.org:taxname:131666
urn:lsid:marinespecies.org:taxname:192555,Mycale microsigmatosa,Species,192555,urn:lsid:marinespecies.org:taxname:131907
urn:lsid:marinespecies.org:taxname:196069,Myliobatiformes,Order,196069,urn:lsid:marinespecies.org:taxname:368409
urn:lsid:marinespecies.org:taxname:196095,Acroporidae,Family,196095,urn:lsid:marinespecies.org:taxname:1517258
urn:lsid:marinespecies.org:taxname:196096,Agariciidae,Family,196096,urn:lsid:marinespecies.org:taxname:1517258
urn:lsid:marinespecies.org:taxname:196098,Astrocoeniidae,Family,196098,urn:lsid:marinespecies.org:taxname:1517259
urn:lsid:marinespecies.org:taxname:196099,Faviidae,Family,196099,urn:lsid:marinespecies.org:taxname:1517259
urn:lsid:marinespecies.org:taxname:196101,Meandrinidae,Family,196101,urn:lsid:marinespecies.org:taxname:1517259
urn:lsid:marinespecies.org:taxname:196105,Poritidae,Family,196105,urn:lsid:marinespecies.org:taxname:1517258
urn:lsid:marinespecies.org:taxname:196121,Caprelloidea,Superfamily,196121,urn:lsid:marinespecies.org:taxname:719478
urn:lsid:marinespecies.org:taxname:196127,Gonodactylidae,Family,196127,urn:lsid:marinespecies.org:taxname:155825
urn:lsid:marinespecies.org:taxname:196130,Pseudosquillidae,Family,196130,urn:lsid:marinespecies.org:taxname:155825
urn:lsid:marinespecies.org:taxname:196132,Corallanidae,Family,196132,urn:lsid:marinespecies.org:taxname:292946
urn:lsid:marinespecies.org:taxname:196136,Santiidae,Family,196136,urn:lsid:marinespecies.org:taxname:155716
urn:lsid:marinespecies.org:taxname:196143,Epialtidae,Family,196143,urn:lsid:marinespecies.org:taxname:106700
urn:lsid:marinespecies.org:taxname:196154,Hymenosomatoidea,Superfamily,196154,urn:lsid:marinespecies.org:taxname:106680
urn:lsid:marinespecies.org:taxname:196155,Hymenosomatidae,Family,196155,urn:lsid:marinespecies.org:taxname:196154
urn:lsid:marinespecies.org:taxname:196162,Carpiliidae,Family,196162,urn:lsid:marinespecies.org:taxname:439022
urn:lsid:marinespecies.org:taxname:196163,Menippidae,Family,196163,urn:lsid:marinespecies.org:taxname:439029
urn:lsid:marinespecies.org:taxname:196176,Tropiometridae,Family,196176,urn:lsid:marinespecies.org:taxname:709099
urn:lsid:marinespecies.org:taxname:196177,Clypeasteridae,Family,196177,urn:lsid:marinespecies.org:taxname:196261
urn:lsid:marinespecies.org:taxname:196182,Sclerodactylidae,Family,196182,urn:lsid:marinespecies.org:taxname:123111
urn:lsid:marinespecies.org:taxname:196217,Caryophyllales,Order,196217,urn:lsid:marinespecies.org:taxname:449898
urn:lsid:marinespecies.org:taxname:196221,Gnathophiurina,Suborder,196221,urn:lsid:marinespecies.org:taxname:1062666
urn:lsid:marinespecies.org:taxname:196230,Melithaeidae,Family,196230,urn:lsid:marinespecies.org:taxname:1609357
urn:lsid:marinespecies.org:taxname:196235,Milleporidae,Family,196235,urn:lsid:marinespecies.org:taxname:16351
urn:lsid:marinespecies.org:taxname:196239,Potamogetonaceae,Family,196239,urn:lsid:marinespecies.org:taxname:153491
urn:lsid:marinespecies.org:taxname:196243,Rhodymeniophycidae,Subclass,196243,urn:lsid:marinespecies.org:taxname:368670
urn:lsid:marinespecies.org:taxname:196261,Clypeasterina,Suborder,196261,urn:lsid:marinespecies.org:taxname:123100
urn:lsid:marinespecies.org:taxname:196285,Modulidae,Family,196285,urn:lsid:marinespecies.org:taxname:14769
urn:lsid:marinespecies.org:taxname:196286,Modulus,Genus,196286,urn:lsid:marinespecies.org:taxname:196285
urn:lsid:marinespecies.org:taxname:196295,Rapaninae,Subfamily,196295,urn:lsid:marinespecies.org:taxname:148
urn:lsid:marinespecies.org:taxname:196299,Vasidae,Family,196299,urn:lsid:marinespecies.org:taxname:988101
urn:lsid:marinespecies.org:taxname:196314,Neritoidea,Superfamily,196314,urn:lsid:marinespecies.org:taxname:1054475
urn:lsid:marinespecies.org:taxname:196322,Philinoidea,Superfamily,196322,urn:lsid:marinespecies.org:taxname:154
urn:lsid:marinespecies.org:taxname:196332,Cymatiidae,Family,196332,urn:lsid:marinespecies.org:taxname:14777
urn:lsid:marinespecies.org:taxname:196894,Eatoniellidae,Family,196894,urn:lsid:marinespecies.org:taxname:387337
urn:lsid:marinespecies.org:taxname:196950,Eatoniella,Genus,196950,urn:lsid:marinespecies.org:taxname:196894
urn:lsid:marinespecies.org:taxname:203822,Stegastes,Genus,203822,urn:lsid:marinespecies.org:taxname:125553
urn:lsid:marinespecies.org:taxname:203905,Priolepis,Genus,203905,urn:lsid:marinespecies.org:taxname:267094
urn:lsid:marinespecies.org:taxname:203942,Lunella,Genus,203942,urn:lsid:marinespecies.org:taxname:225151
urn:lsid:marinespecies.org:taxname:204051,Pterois,Genus,204051,urn:lsid:marinespecies.org:taxname:154410
urn:lsid:marinespecies.org:taxname:204064,Gerres,Genus,204064,urn:lsid:marinespecies.org:taxname:151456
urn:lsid:marinespecies.org:taxname:204078,Udotea,Genus,204078,urn:lsid:marinespecies.org:taxname:1635982
urn:lsid:marinespecies.org:taxname:204125,Pempheris,Genus,204125,urn:lsid:marinespecies.org:taxname:151460
urn:lsid:marinespecies.org:taxname:204245,Cryptotomus,Genus,204245,urn:lsid:marinespecies.org:taxname:1844756
urn:lsid:marinespecies.org:taxname:204246,Ptereleotris,Genus,204246,urn:lsid:marinespecies.org:taxname:151752
urn:lsid:marinespecies.org:taxname:204287,Halicampus,Genus,204287,urn:lsid:marinespecies.org:taxname:154405
urn:lsid:marinespecies.org:taxname:204291,Siderastrea,Genus,204291,urn:lsid:marinespecies.org:taxname:135080
urn:lsid:marinespecies.org:taxname:204354,Isophyllia,Genus,204354,urn:lsid:marinespecies.org:taxname:718667
urn:lsid:marinespecies.org:taxname:204377,Malacanthus,Genus,204377,urn:lsid:marinespecies.org:taxname:151772
urn:lsid:marinespecies.org:taxname:204384,Scolymia,Genus,204384,urn:lsid:marinespecies.org:taxname:718667
urn:lsid:marinespecies.org:taxname:204416,Chevalia,Genus,204416,urn:lsid:marinespecies.org:taxname:430451
urn:lsid:marinespecies.org:taxname:204464,Agaricia,Genus,204464,urn:lsid:marinespecies.org:taxname:196096
urn:lsid:marinespecies.org:taxname:204522,Gnatholepis,Genus,204522,urn:lsid:marinespecies.org:taxname:267095
urn:lsid:marinespecies.org:taxname:204525,Eucidaris,Genus,204525,urn:lsid:marinespecies.org:taxname:852323
urn:lsid:marinespecies.org:taxname:204605,Harengula,Genus,204605,urn:lsid:marinespecies.org:taxname:1618557
urn:lsid:marinespecies.org:taxname:204648,Amblycirrhitus,Genus,204648,urn:lsid:marinespecies.org:taxname:151475
urn:lsid:marinespecies.org:taxname:204679,Pseudosquilla,Genus,204679,urn:lsid:marinespecies.org:taxname:196130
urn:lsid:marinespecies.org:taxname:204717,Montastraea,Genus,204717,urn:lsid:marinespecies.org:taxname:718585
urn:lsid:marinespecies.org:taxname:204736,Bathygobius,Genus,204736,urn:lsid:marinespecies.org:taxname:267094
urn:lsid:marinespecies.org:taxname:204844,Culcita,Genus,204844,urn:lsid:marinespecies.org:taxname:149871
urn:lsid:marinespecies.org:taxname:204951,Sepioteuthis,Genus,204951,urn:lsid:marinespecies.org:taxname:11734
urn:lsid:marinespecies.org:taxname:204985,Astralium,Genus,204985,urn:lsid:marinespecies.org:taxname:225151
urn:lsid:marinespecies.org:taxname:205020,Celleporaria,Genus,205020,urn:lsid:marinespecies.org:taxname:110736
urn:lsid:marinespecies.org:taxname:205025,Paracaprella,Genus,205025,urn:lsid:marinespecies.org:taxname:430770
urn:lsid:marinespecies.org:taxname:205141,Halodule,Genus,205141,urn:lsid:marinespecies.org:taxname:143768
urn:lsid:marinespecies.org:taxname:205210,Mulloidichthys,Genus,205210,urn:lsid:marinespecies.org:taxname:125547
urn:lsid:marinespecies.org:taxname:205242,Clypeaster,Genus,205242,urn:lsid:marinespecies.org:taxname:196177
urn:lsid:marinespecies.org:taxname:205330,Cosmocampus,Genus,205330,urn:lsid:marinespecies.org:taxname:154405
urn:lsid:marinespecies.org:taxname:205363,Aulostomus,Genus,205363,urn:lsid:marinespecies.org:taxname:154576
urn:lsid:marinespecies.org:taxname:205393,Oliva,Genus,205393,urn:lsid:marinespecies.org:taxname:411806
urn:lsid:marinespecies.org:taxname:205415,Melichthys,Genus,205415,urn:lsid:marinespecies.org:taxname:125607
urn:lsid:marinespecies.org:taxname:205469,Acropora,Genus,205469,urn:lsid:marinespecies.org:taxname:196095
urn:lsid:marinespecies.org:taxname:205487,Chicoreus,Genus,205487,urn:lsid:marinespecies.org:taxname:225315
urn:lsid:marinespecies.org:taxname:205505,Vasum,Genus,205505,urn:lsid:marinespecies.org:taxname:196299
urn:lsid:marinespecies.org:taxname:205558,Aetobatus,Genus,205558,urn:lsid:marinespecies.org:taxname:1517438
urn:lsid:marinespecies.org:taxname:205612,Gonodactylus,Genus,205612,urn:lsid:marinespecies.org:taxname:196127
urn:lsid:marinespecies.org:taxname:205656,Thalassodendron,Genus,205656,urn:lsid:marinespecies.org:taxname:143768
urn:lsid:marinespecies.org:taxname:205672,Enhalus,Genus,205672,urn:lsid:marinespecies.org:taxname:143751
urn:lsid:marinespecies.org:taxname:205700,Euvola,Genus,205700,urn:lsid:marinespecies.org:taxname:1150154
urn:lsid:marinespecies.org:taxname:205771,Drupella,Genus,205771,urn:lsid:marinespecies.org:taxname:397227
urn:lsid:marinespecies.org:taxname:205785,Palythoa,Genus,205785,urn:lsid:marinespecies.org:taxname:266945
urn:lsid:marinespecies.org:taxname:205825,Grandidierella,Genus,205825,urn:lsid:marinespecies.org:taxname:101368
urn:lsid:marinespecies.org:taxname:205902,Millepora,Genus,205902,urn:lsid:marinespecies.org:taxname:196235
urn:lsid:marinespecies.org:taxname:205910,Menippe,Genus,205910,urn:lsid:marinespecies.org:taxname:196163
urn:lsid:marinespecies.org:taxname:206063,Tripneustes,Genus,206063,urn:lsid:marinespecies.org:taxname:123179
urn:lsid:marinespecies.org:taxname:206126,Drupa,Genus,206126,urn:lsid:marinespecies.org:taxname:196295
urn:lsid:marinespecies.org:taxname:206151,Echidna,Genus,206151,urn:lsid:marinespecies.org:taxname:151829
urn:lsid:marinespecies.org:taxname:206265,Cassis,Genus,206265,urn:lsid:marinespecies.org:taxname:224971
urn:lsid:marinespecies.org:taxname:206268,Tropiometra,Genus,206268,urn:lsid:marinespecies.org:taxname:196176
urn:lsid:marinespecies.org:taxname:206306,Mussa,Genus,206306,urn:lsid:marinespecies.org:taxname:718667
urn:lsid:marinespecies.org:taxname:206309,Syringodium,Genus,206309,urn:lsid:marinespecies.org:taxname:143768
urn:lsid:marinespecies.org:taxname:206343,Chione,Genus,206343,urn:lsid:marinespecies.org:taxname:152410
urn:lsid:marinespecies.org:taxname:206379,Centropyge,Genus,206379,urn:lsid:marinespecies.org:taxname:151470
urn:lsid:marinespecies.org:taxname:206462,Neopomacentrus,Genus,206462,urn:lsid:marinespecies.org:taxname:125553
urn:lsid:marinespecies.org:taxname:206475,Eucheuma,Genus,206475,urn:lsid:marinespecies.org:taxname:143744
urn:lsid:marinespecies.org:taxname:206485,Porites,Genus,206485,urn:lsid:marinespecies.org:taxname:196105
urn:lsid:marinespecies.org:taxname:206495,Solenostomus,Genus,206495,urn:lsid:marinespecies.org:taxname:154578
urn:lsid:marinespecies.org:taxname:206577,Paradexamine,Genus,206577,urn:lsid:marinespecies.org:taxname:176774
urn:lsid:marinespecies.org:taxname:206653,Santia,Genus,206653,urn:lsid:marinespecies.org:taxname:196136
urn:lsid:marinespecies.org:taxname:206665,Caprellina,Genus,206665,urn:lsid:marinespecies.org:taxname:431115
urn:lsid:marinespecies.org:taxname:206732,Cephalopholis,Genus,206732,urn:lsid:marinespecies.org:taxname:1776907
urn:lsid:marinespecies.org:taxname:206740,Meandrina,Genus,206740,urn:lsid:marinespecies.org:taxname:196101
urn:lsid:marinespecies.org:taxname:206786,Leucozonia,Genus,206786,urn:lsid:marinespecies.org:taxname:391524
urn:lsid:marinespecies.org:taxname:206816,Achelous,Genus,206816,urn:lsid:marinespecies.org:taxname:1434326
urn:lsid:marinespecies.org:taxname:206842,Neritina,Genus,206842,urn:lsid:marinespecies.org:taxname:411639
urn:lsid:marinespecies.org:taxname:206846,Carpilius,Genus,206846,urn:lsid:marinespecies.org:taxname:196162
urn:lsid:marinespecies.org:taxname:206848,Petrolisthes,Genus,206848,urn:lsid:marinespecies.org:taxname:106734
urn:lsid:marinespecies.org:taxname:206854,Thalassia,Genus,206854,urn:lsid:marinespecies.org:taxname:143751
urn:lsid:marinespecies.org:taxname:206885,Symplegma,Genus,206885,urn:lsid:marinespecies.org:taxname:103450
urn:lsid:marinespecies.org:taxname:206989,Acropora cervicornis,Species,206989,urn:lsid:marinespecies.org:taxname:205469
urn:lsid:marinespecies.org:taxname:207238,Porites porites,Species,207238,urn:lsid:marinespecies.org:taxname:206485
urn:lsid:marinespecies.org:taxname:207432,Favia fragum,Species,207432,urn:lsid:marinespecies.org:taxname:718691
urn:lsid:marinespecies.org:taxname:207516,Siderastrea siderea,Species,207516,urn:lsid:marinespecies.org:taxname:204291
urn:lsid:marinespecies.org:taxname:207517,Siderastrea radians,Species,207517,urn:lsid:marinespecies.org:taxname:204291
urn:lsid:marinespecies.org:taxname:207901,Pinctada imbricata,Species,207901,urn:lsid:marinespecies.org:taxname:138396
